"titledwpi"
"Apparatus for protecting e.g. credit card through personal computing device, has electrically conductive sheath for surrounding electronic device in first position, where sheath surrounds portion of electronic device in second position"
"System for context based and socially aware call routing in telecommunication device, has processor which re-route calls intended for phone device of user to alternate phone device"
"Efficient risk model computation system, has memory which stores computer-executable instructions that calculates new coordinate location corresponding to first network address, and adds new database entry to second database"
"User device for determining queues and reducing queue times, has processor for receiving queue time associated with geofence in response to communicating distance and indication, where time is determined based on distance and indication"
"Device tracking system for presenting location information on mobile device, has location server configured to provide server data to mobile device that is based on location data transmissions received from additional mobile device"
"Mobile device comprises a non-transitory memory and hardware processors coupled to the non-transitory memory and configured to read instructions from the non-transitory memory"
"System for transmitting beacon messages, has processors that transmits beacon message to second user mobile device at second location within second transmission range of second beacon at second location"
"System for transmitting beacon messages, has processors that transmits beacon message to second user mobile device at second location within second transmission range of second beacon at second location"
"System for transmitting beacon messages, has processors that transmits beacon message to second user mobile device at second location within second transmission range of second beacon at second location"
"System for wireless beacon devices used to track medical information at hospital, has network interface component that receives first check-in information and communicates first instruction to second device for second user"
"System for managing location-based web cookies in communication device for internet browsing application, has processor for customizing web page displayed at device based on location-based web cookie when device is in particular location"
"System for managing location-based web cookies in communication device for internet browsing application, has processor for customizing web page displayed at device based on location-based web cookie when device is in particular location"
"System for managing location-based web cookies in communication device for internet browsing application, has processor for customizing web page displayed at device based on location-based web cookie when device is in particular location"
"System for managing security settings of user device, has processor for activating reduced authentication requirement for accessing user device or service utilizing user device when user device is within secured location"
"System for managing security settings of user device, has processor for activating reduced authentication requirement for accessing user device or service utilizing user device when user device is within secured location"
"System for managing security settings of user device, has processor for activating reduced authentication requirement for accessing user device or service utilizing user device when user device is within secured location"
"System for managing security settings of user device, has processor for activating reduced authentication requirement for accessing user device or service utilizing user device when user device is within secured location"
"System for managing security settings of user device, has processor for activating reduced authentication requirement for accessing user device or service utilizing user device when user device is within secured location"
"Mobile system such as smartphone system for configuring provider application such as gaming application, has provider application installed in mobile system based on configurations determined"
"System for reusing generic tokens using Bluetooth Low Energy beacons by computing system, has processor for receiving token differences from beacon, and recreating custom token based on stored generic token and received token differences"
"System for marking electronic content, comprises a device that has a memory and a processor, where interface module is configured to receive an omission marking command at a particular time"
"Method for tracking TV advertisement to sell goods and services in retail store, involves determining effectiveness score of advertisement, and storing effectiveness score of advertisement in association with identifier of advertisement"
"Digital video recorder (DVR) system for recording and watching media program e.g. movie, has control module that decides on action to take relating to media program based on accessed user data and detected user devices"
"System for targeted commerce in network broadcasting, has multimedia stream determines closed captioning string includes name of product for detected visual depiction and modifying multimedia stream"
"System for targeted commerce in network broadcasting, has interface device that processes multimedia stream by providing advertisements in multimedia stream with determination and providing processed multimedia stream for viewing"
"Computer system for automatically adjusting two-dimensional display to obscure application data, has display adjuster for obscuring presentation of data on display in response to determining that eyesight of user is off of display"
"Computer system for automatically adjusting two-dimensional display to obscure application data, has display adjuster for obscuring presentation of data on display in response to determining that eyesight of user is off of display"
"Computer system for audible proximity messaging, has message provider to provide message to user when keyword is played during audio track is executed by processing device"
"Computer system for audible proximity messaging, has message provider to provide message to user when keyword is played during audio track is executed by processing device"
"Method for display level content blocking, involves causing presentation of screen image on display based on modified content-pixel data such that presentation of particular content is obscured in presentation of screen image"
"System for facilitating multi-display for video conferencing used in laptop, has video conference module to display first video input data to second user device based on identification active audio signal"
"System for evaluating and modifying posted content e.g. electronic content used for fundraising goods or service, has processor that modifies property of electronic content using pattern recognizer based on estimated success level"
"Image capturing device e.g. digital camera, has processor outputting presentation to imaging target by presentation device before and during image capturing process of camera and capturing image of imaging target by camera"
"Mobile device system for digital image filtering and post-capture processing using user specific data, has hardware processor that outputs recommended image effect using output component of main portion"
"Portable personal electronic telecommunication system e.g. smart phone, for selecting digital still images, has computer processor for providing option on input/output interface for user to select one of associated still images"
"System for editing digital image by electronic device, has processor for receiving selection of edit area of first image and replacing edit area of first image with portion of second image to generate modified image"
"Service provider system for e.g. client computing device, has processors executing program instructions to cause system to determine token differences between custom token and generic token and transmit token differences to beacon device"
"Method for providing billing for services provided at destination device according to billing plan of callee answering device, involves receiving fund transfer request between users, and processing request by using financial information"
"Method for billing for services at destination device based on billing plan of callee answering device, involves processing payment for payment request from first to second subscriber using billing specifications, by billing service"
"System for performing data transfers for user account with given provider, has hardware processors for determining sets of data types and enabling applications to perform data transfers with user account based on data sent to applications"
"Method for operating system to process transaction in mobile device e.g. iphone, has causing request message to be generated to request authorization of transaction and providing with information from updated transaction information"
"Method for operating mobile device to complete payment transaction, involves transmitting customer payment authorization request with information to identify selected payment account for payment transaction to transaction management system"
"Method for operating mobile device to complete payment transaction, involves transmitting customer payment authorization request with information to identify selected payment account for payment transaction to transaction management system"
"Method for operating mobile device to complete payment transaction, involves transmitting customer payment authorization request with information to identify selected payment account for payment transaction to transaction management system"
"Method for operating mobile device to complete payment transaction, involves transmitting customer payment authorization request with information to identify selected payment account for payment transaction to transaction management system"
"Mobile system for accessing user account associated with provider server, has hardware processors for providing set of user data to selected application to enable selected application to access common user account"
"System for enabling additional devices to check in using Bluetooth low energy beacon, has processors that determine presence of device identifier and determine when content is received from remote server and memory is provided"
"System for enabling additional devices to check in using Bluetooth low energy beacon, has processors that determine presence of device identifier and determine when content is received from remote server and memory is provided"
"System for enabling additional devices to check in using Bluetooth low energy beacon, has processors that determine presence of device identifier and determine when content is received from remote server and memory is provided"
"Method for operating mobile device to complete payment transaction, involves transmitting customer payment authorization request message including information to identify selected payment account for use in completing payment transaction"
"Method for operating mobile device to complete payment transaction, involves transmitting customer payment authorization request message including information to identify selected payment account for use in completing payment transaction"
"Method for operating mobile device to complete payment transaction, involves transmitting customer payment authorization request message including information to identify selected payment account for use in completing payment transaction"
"Method for operating mobile device to complete payment transaction, involves transmitting customer payment authorization request message including information to identify selected payment account for use in completing payment transaction"
"Method for operating mobile device to complete payment transaction, involves transmitting customer payment authorization request message including information to identify selected payment account for use in completing payment transaction"
"System for providing conversation assistance to users using e.g. smart phone, has processor for determining medium from mediums for providing conversation assistance information and providing information through medium"
"System for detecting and integrating user devices e.g. phone, with interactive voice response to direct and guide telephone call traffic, has processor for providing type of content associated with interactive voice service to user device"
"System for conducting payment transactions between consumer operating mobile device and merchant, has updating pending transaction data associated with transaction with information from updated merchant payment authorization request"
"System for integrating multiple user devices with interactive voice response system, has hardware processor that is coupled to non-transitory memory to receive user selection of menu item through graphical user interface (GUI) menu"
"Transaction management system, has hardware processors reading instructions from memory to cause system to transmit information identifying payment instruments for use with transaction for display on user interface of user device to device"
"Conversation assistance system for providing conversation assistance to users using mobile communication devices, has processor to provide altered first conversation assistance information to at least one user device of user"
"System for predictive cross-platform customer service used in business entities such as merchants, has processor which provides first customized user experience to user device"
"System for providing predictive cross-platform customer service and payment services, has processor for receiving data of user interaction with service platform when instructions are executed and updating instructions based on data"
"System for assisting conversation to users using mobile communication devices, has processor for providing interface that presents portion of retrieved data related to set of persons and relative positions of set of persons"
"Computer system for determining whether computing device is utilized by driver in e.g. car, has processor for imposing restriction on usage of computing device in response to determining that location of device corresponds to vehicle"
"System for interactive voice response interface for webpage navigation, has hardware processors that are configured to transmit software component library to user and receive input from user"
"System for interactive voice response interface for webpage navigation, has hardware processors that are configured to transmit software component library to user and receive input from user"
"System for interactive voice response interface for webpage navigation, has hardware processors that are configured to transmit software component library to user and receive input from user"
"Interactive voice response (IVR) system for integrating user devices with IVR call, has processor which establish communication channel with second user device and provide content with audio communication request to second user device"
"System for providing audio communication over network through voice-controlled device, has hardware processors for determining identity of user to provide audio message to user and providing audio message to user"
"Dual card reader for use with mobile phone, has chip card reader with elongated opening in side wall of card reader, magnet stripe reader with slot in side wall of card reader, where planes intersect within boundary of card reader"
"Dual card reader for use with mobile phone, has chip card reader with elongated opening in side wall of card reader, magnet stripe reader with slot in side wall of card reader, where planes intersect within boundary of card reader"
"Dual card reader for use with mobile phone, has chip card reader with elongated opening in side wall of card reader, magnet stripe reader with slot in side wall of card reader, where planes intersect within boundary of card reader"
"Dual card reader for use with mobile phone, has chip card reader with elongated opening in side wall of card reader, magnet stripe reader with slot in side wall of card reader, where planes intersect within boundary of card reader"
NA
"System for user to perform free-form action to initiate activity associated with user interface element, has processor performs activity associated with user interface element and activity corresponds to determined free-form definition"
"System to verify publication data at computer system, has processor resetting time stamp to indicate second date and second time in response to performing second validation"
"Relay device determination method in communication system, involves determining potential relay device to be relay device when features of original source of information elements are unlike to single relay device"
"Relay device determination method in communication system, involves determining potential relay device to be relay device when features of original source of information elements are unlike to single relay device"
"System for determining source address information for network packets, has processor for determining original source address information that corresponds to network packet prior to network address translation performed on network packet"
"System for determining number of reviews received by users mobile device, comprises non-transitory memory, where hardware processors are coupled to non-transitory memory, and provider application installed on mobile device is determined"
"System for integrating cloud service with information systems of enterprise, comprises job scheduler to receive activity notification from cloud service and backend server that downloads file from cloud service"
"System for integrating cloud service with information systems of enterprise, comprises job scheduler to receive activity notification from cloud service and backend server that downloads file from cloud service"
"System for integrating cloud service with information systems of enterprise, comprises job scheduler to receive activity notification from cloud service and backend server that downloads file from cloud service"
"System for integrating cloud service with information systems of enterprise, comprises job scheduler to receive activity notification from cloud service and backend server that downloads file from cloud service"
"System for integrating cloud service with information systems of enterprise, comprises job scheduler to receive activity notification from cloud service and backend server that downloads file from cloud service"
"Processor system for processing e.g. purchase transaction for item of interest of user in communication device, has hardware processor for generating preloaded data associated with content based on potential future request and storing data"
"Processor system for processing e.g. purchase transaction for item of interest of user in communication device, has hardware processor for generating preloaded data associated with content based on potential future request and storing data"
"Processor system for processing e.g. purchase transaction for item of interest of user in communication device, has hardware processor for generating preloaded data associated with content based on potential future request and storing data"
"Processor system for processing e.g. purchase transaction for item of interest of user in communication device, has hardware processor for generating preloaded data associated with content based on potential future request and storing data"
"Database system for storing data associated with transactions facilitated by PayPal, has hardware processors reading instructions to cause multiplexer to route query to one of read nodes of database application cluster for execution"
"System for detecting selection of emoji within electronic communication device, has processors for performing electronic transaction using user account of user based on action in response to determining that one of conditions is satisfied"
"System for processing available user data for user to determine user profile, has dynamic user profile module comprising hardware processor, where network interface component receives portion of user data from external resource"
"Method for caching hypertext transfer protocol (HTTP) POST requests and responses, involves receiving second HTTP POST request subsequent to first POST request and locating cache entry for first POST request using first cache key"
"Data exchange system for building data exchange schemas accessible by e.g. smartphone systems, has hardware processors for transmitting notification to client device that indicates access of entities to portion of data from schema"
"Method for transferring data using mobile devices, involves transferring data set from user device to data device in response to determining predefined relationship exists between destination location and location of data device"
"Service provider system for retrieving contact information and determining device contact identifiers, has hardware processor selecting one of communication pathways for transmission of notification to computing device based on message"
"Method for enabling client-side encryption of sensitive information e.g. credential information originating from client, involves decrypting encrypted data after forwarding encrypted data to service provider"
"Method for enabling client-side encryption of sensitive information e.g. credential information originating from client, involves decrypting encrypted data after forwarding encrypted data to service provider"
"Method for enabling client-side encryption of sensitive information e.g. credential information originating from client, involves decrypting encrypted data after forwarding encrypted data to service provider"
"Method for enabling client-side encryption of sensitive information e.g. credential information originating from client, involves decrypting encrypted data after forwarding encrypted data to service provider"
"Method for enabling client-side encryption of sensitive information e.g. credential information originating from client, involves decrypting encrypted data after forwarding encrypted data to service provider"
"Method for enabling client-side encryption of sensitive information e.g. credential information originating from client, involves decrypting encrypted data after forwarding encrypted data to service provider"
"Method for enabling client-side encryption of sensitive information e.g. credential information originating from client, involves decrypting encrypted data after forwarding encrypted data to service provider"
"Method for enabling client-side encryption of sensitive information e.g. credential information originating from client, involves decrypting encrypted data after forwarding encrypted data to service provider"
"Method for enabling client-side encryption of sensitive information e.g. credential information originating from client, involves decrypting encrypted data after forwarding encrypted data to service provider"
"Method for enabling client-side encryption of sensitive information e.g. credential information originating from client, involves decrypting encrypted data after forwarding encrypted data to service provider"
"Method for enabling client-side encryption of sensitive information e.g. credential information originating from client, involves decrypting encrypted data after forwarding encrypted data to service provider"
"System for protecting users from malicious content, has processors for determining that selected content provider identifier matches content provider identifier and allowing user credential to be transmitted to content provider"
"System for providing e.g. predictive security product and evaluating existing security systems for predicting malware, has evaluator for evaluating malware variants based on maliciousness level and evasiveness level"
"System for providing e.g. predictive security product and evaluating existing security systems for predicting malware, has evaluator for evaluating malware variants based on maliciousness level and evasiveness level"
"System for providing e.g. predictive security product and evaluating existing security systems for predicting malware, has evaluator for evaluating malware variants based on maliciousness level and evasiveness level"
"System for providing e.g. predictive security product and evaluating existing security systems for predicting malware, has evaluator for evaluating malware variants based on maliciousness level and evasiveness level"
"System for providing e.g. predictive security product and evaluating existing security systems for predicting malware, has evaluator for evaluating malware variants based on maliciousness level and evasiveness level"
"System for providing e.g. predictive security product and evaluating existing security systems for predicting malware, has evaluator for evaluating malware variants based on maliciousness level and evasiveness level"
"System for providing e.g. predictive security product and evaluating existing security systems for predicting malware, has evaluator for evaluating malware variants based on maliciousness level and evasiveness level"
"System for providing e.g. predictive security product and evaluating existing security systems for predicting malware, has evaluator for evaluating malware variants based on maliciousness level and evasiveness level"
"System for providing e.g. predictive security product and evaluating existing security systems for predicting malware, has evaluator for evaluating malware variants based on maliciousness level and evasiveness level"
"System for providing e.g. predictive security product and evaluating existing security systems for predicting malware, has evaluator for evaluating malware variants based on maliciousness level and evasiveness level"
"System for providing e.g. predictive security product and evaluating existing security systems for predicting malware, has evaluator for evaluating malware variants based on maliciousness level and evasiveness level"
"System for providing e.g. predictive security product and evaluating existing security systems for predicting malware, has evaluator for evaluating malware variants based on maliciousness level and evasiveness level"
"System for providing operating system based authentication, has processor that establishes authenticated session between first computing device and second computing device"
"Computer system for detection of scripted activity, has non-transitory memory storing instructions for classifying activity performed by application as one of automated or semi-automated in view of determining activity is scripted"
"System for providing authentication through pathways to detect e.g. wristwatch, of communication device, has authentication module of communication device comprising processor for providing access to process associated with matching profile"
"System for providing authentication through pathways to detect e.g. wristwatch, of communication device, has authentication module of communication device comprising processor for providing access to process associated with matching profile"
"System for providing authentication through pathways to detect e.g. wristwatch, of communication device, has authentication module of communication device comprising processor for providing access to process associated with matching profile"
"System for providing authentication through pathways to detect e.g. wristwatch, of communication device, has authentication module of communication device comprising processor for providing access to process associated with matching profile"
"Method for verifying user check-ins to a venue, involves receiving check-in request corresponding to user, and appending check-in entry to check-in chain, and sending check-in chain with appended check-in entry to check-in device"
"System for passporting credentials between mobile application on mobile device and web browser to invoke URL, has client device executing native application that includes device session token providing authentication for session"
"System for passporting credentials between mobile application on mobile device and web browser to invoke URL, has client device executing native application that includes device session token providing authentication for session"
"System for passporting credentials between mobile application on mobile device and web browser to invoke URL, has client device executing native application that includes device session token providing authentication for session"
"System for passporting credentials between mobile application on mobile device and web browser to invoke URL, has client device executing native application that includes device session token providing authentication for session"
"Apparatus for scanning quick response (QR) code, has processor that executes machine-readable instruction to receive login request from user and to identify account of user associated with website from login request"
"System for authenticating activities of accounts, comprises a non-transitory memory and a hardware processor that is coupled to the non-transitory memory and is configured to read instructions from the non-transitory memory"
"System for enabling secure entry of personal identification numbers for user during purchasing online goods in computing device, has processors that read instructions from memory to transmit generated output signal to server"
"System for determining authentication attempt threshold for authentication of website, has hardware processors performing security action when subsequent authentication attempts using username include failed authentication attempts"
"Network-enabled computer system for authenticating user to access client mobile device, has processor for re-authenticating service based on analyzing when determination that data collected by sensors satisfies sensor criteria"
"Method for authenticating users over computer network involves determining authentication credentials of user with website using device ID, and authenticating user for access to website on second device using authentication credentials"
"Security system for enabling emoji based commands, has processor coupled to non-transitory memory and configured to read instructions from non-transitory memory to cause system to determine security level based on text and historic messages"
"Computing system for determining authentication attempt threshold by user, has processor that determines estimate of probability of successful authentication based on sequence of authentication attempt in authenticated attempts history"
"System for determining anomaly in network, has hardware processor which is configured to store network information and application information such that stored information identifies anomaly in network"
"System for determining anomaly in network, has hardware processor which is configured to store network information and application information such that stored information identifies anomaly in network"
"System for determining anomaly in network, has hardware processor which is configured to store network information and application information such that stored information identifies anomaly in network"
"Network-based system for detecting fraudulent activity of e.g. viruses in bank website on computer systems, has processors for detecting anomalous document object model element and JavaScript namespace element in webpage to be rendered"
"System for enabling trust score investigation on client device, has hardware processors for recalculating trust score without peer transfer in response to receiving indication that actuatable element is actuated through user interface"
"System for determining personal information platform accessible with e.g. client device, has client device caused to display indication of personal information platform, where indication provides accesses of entities to data types"
"Cyberattack prevention system for defending against client device, has hardware processors invalidating tokens or bypassing cyber defense system that are provided by cyber system before updating cyber system with predetermined update"
